fuel_type,accidents,luxury_brand,engine_size,automatic_transmission,car_age,mileage_status,external_color,internal_color,metallic_color,price
Gasoline,Yes,No,2.5,Yes,8,above_expected,Other,Other_Colored,No,16770
Gasoline,No,Yes,3.8,Yes,5,low,White,Black,No,179900
Gasoline,No,Yes,2,Yes,3,avg,Black,Beige,No,38400
Other,No,No,3.6,Yes,9,high,White,Black,No,18900
Hybrid,Yes,Yes,3,Yes,3,verylow,White,Beige,No,71200
Gasoline,Yes,Yes,4.7,Yes,10,avg,Other,Beige,No,32999
Gasoline,Yes,Yes,6,Yes,8,avg,Black,Black,No,98000
Gasoline,Yes,No,4,Yes,19,avg,Red,Black,No,15900
Electric,No,Yes,,Yes,7,low,Silver,Beige,No,46750
Gasoline,No,No,1.8,Yes,7,low,Blue,Beige,No,16500
Gasoline,Yes,No,2,Yes,4,above_expected,Other,Black,Yes,39860
Gasoline,No,No,3.3,Yes,7,above_expected,Silver,Black,No,15998
Gasoline,Yes,Yes,4.3,Yes,18,high,Silver,Gray,No,7390
Gasoline,No,Yes,3.5,Yes,10,avg,Black,Black,No,15500
Electric,No,Yes,,Yes,8,low,Black,Beige,No,52000
Gasoline,No,No,5.7,Yes,4,above_expected,Black,Black,No,43500
Gasoline,Yes,No,1.6,Yes,16,low,Red,Black,No,4100
Gasoline,Yes,No,4,Yes,28,low,Black,Gray,No,6500
Gasoline,No,No,5,Yes,11,verylow,Silver,Black,No,29000
Gasoline,No,No,3.5,Yes,5,avg,Black,Black,No,51999
Gasoline,No,No,3.6,Yes,4,avg,Black,Black,No,45000
Gasoline,No,Yes,3.8,No,8,verylow,White,Black,No,115000
Gasoline,No,No,1.8,Yes,12,above_expected,Black,Other_Colored,No,6500
Other,Yes,No,3.6,Yes,12,above_expected,White,Gray,No,13000
Gasoline,No,No,5.2,Yes,3,low,Black,Black,No,82950
Hybrid,No,Yes,3,Yes,2,above_expected,Other,Beige,No,75000
Gasoline,Yes,No,3.7,Yes,17,high,White,Black,No,7200
Gasoline,Yes,No,2.4,Yes,10,avg,Black,Black,No,8900
Gasoline,No,No,5.3,Yes,9,above_expected,White,Beige,No,24950
Gasoline,No,No,3.6,Yes,4,avg,White,Black,No,36500
Other,No,No,,Yes,29,low,Blue,Gray,No,15000
Electric,No,Yes,,Yes,3,low,Gray,Black,No,67800
Gasoline,No,Yes,3,Yes,10,avg,Gray,Black,No,18000
Hybrid,No,No,3.6,Yes,3,avg,Red,Black,No,37500
Gasoline,No,No,3.8,No,14,low,Blue,Black,No,18500
Gasoline,Yes,No,2,Yes,8,avg,White,Black,No,13000
Gasoline,No,No,3.6,Yes,8,avg,Silver,Beige,No,15500
Gasoline,Yes,Yes,4.8,Yes,15,verylow,Black,Beige,No,35000
Gasoline,Yes,No,2.7,No,25,high,Silver,Beige,No,8000
Gasoline,Yes,No,3,Yes,21,avg,Gray,Black,No,4200
Gasoline,No,No,6.2,Yes,1,avg,White,Other_Colored,No,82500
Gasoline,No,No,2.4,Yes,2,verylow,Gray,Black,No,40000
Gasoline,No,Yes,5,Yes,3,avg,Gray,Black,No,89900
Gasoline,No,No,5,Yes,12,verylow,White,Black,No,26500
Electric,No,Yes,,Yes,4,low,White,Other_Colored,No,44990
Gasoline,No,No,5.7,Yes,12,avg,Black,Black,No,17900
Gasoline,No,Yes,5.2,Yes,11,verylow,Black,Black,No,150000
Gasoline,No,Yes,3,Yes,2,verylow,Red,Black,No,54000
Electric,No,No,,Yes,8,low,Blue,Gray,No,12000
Electric,No,Yes,,Yes,2,low,White,Other_Colored,No,92500
Gasoline,No,Yes,4.4,Yes,9,verylow,Black,Black,No,52500
Gasoline,Yes,No,1.6,Yes,2,high,White,Black,Yes,29430
Gasoline,No,No,5.7,Yes,28,verylow,Other,Gray,No,18500
Gasoline,No,No,2,No,11,low,Gray,Black,No,22888
Gasoline,No,No,2,Yes,5,avg,White,Beige,No,26500
Gasoline,No,No,6.2,No,5,verylow,Silver,Other_Colored,No,61950
Gasoline,Yes,Yes,2,Yes,5,avg,White,Beige,No,27000
Gasoline,No,No,2.5,Yes,6,verylow,White,Beige,No,32250
Gasoline,Yes,No,5,No,8,low,Other,Black,No,31000
Gasoline,No,Yes,6.6,Yes,8,verylow,Other,Black,No,217000
Gasoline,No,No,6.2,Yes,2,verylow,Other,Black,No,51999
Gasoline,Yes,Yes,3,Yes,8,avg,White,Beige,No,21900
Gasoline,Yes,No,3.5,Yes,10,high,White,Black,No,10900
Other,No,No,5.7,Yes,8,low,Black,Black,No,39900
Gasoline,No,Yes,3.5,Yes,2,verylow,Other,Beige,No,57999
Gasoline,No,No,2,No,18,avg,Silver,Black,No,37999
Gasoline,No,Yes,2,Yes,3,low,White,Beige,No,39995
Gasoline,No,No,5.7,Yes,8,above_expected,Red,Black,No,29950
Gasoline,Yes,No,5.4,Yes,18,low,Silver,Black,No,12999
Gasoline,No,No,3.5,Yes,13,high,Black,Beige,No,7999
Other,Yes,Yes,2,Yes,9,low,Gray,Beige,No,20995
Gasoline,No,No,3.5,Yes,3,above_expected,Black,Black,Yes,38532
Gasoline,No,No,2.7,Yes,7,avg,White,Beige,No,29000
Electric,Yes,Yes,,Yes,7,high,Black,Other_Colored,No,49900
Gasoline,Yes,No,3.6,Yes,7,high,Blue,Black,No,22500
Gasoline,Yes,No,2.4,Yes,11,verylow,Blue,Black,No,12300
Electric,No,Yes,,Yes,2,low,Silver,Black,No,84000
Hybrid,No,Yes,3,Yes,3,low,Gray,Black,No,78000
Gasoline,Yes,No,2.5,No,11,high,Blue,Black,No,16000
Gasoline,No,No,2.4,Yes,6,high,White,Black,No,15000
Gasoline,No,Yes,3.5,Yes,13,avg,Black,Black,No,11900
Gasoline,No,No,2,Yes,6,low,Red,Other_Colored,No,23999
Gasoline,Yes,Yes,2,Yes,19,avg,Gray,Beige,No,6700
Gasoline,No,No,3.6,Yes,4,above_expected,Black,Black,No,27700
Gasoline,No,No,2.7,Yes,4,avg,Blue,Gray,No,42500
Gasoline,No,No,3.6,Yes,4,high,White,Beige,No,46500
Gasoline,No,No,3.5,No,4,high,Black,Black,No,41598
Electric,No,No,,Yes,2,high,Gray,Black,No,45000
Gasoline,No,No,3.5,Yes,2,low,Gray,Other_Colored,No,53000
Gasoline,No,No,3,Yes,2,low,Black,Black,No,50000
Gasoline,No,No,1.5,Yes,4,above_expected,Black,Black,No,21612
Gasoline,No,No,2.5,Yes,3,above_expected,Silver,Black,Yes,26485
Gasoline,Yes,Yes,2.5,No,21,avg,Silver,Black,No,4800
Other,No,No,,No,5,low,Gray,Black,No,34700
Gasoline,Yes,No,1.5,Yes,12,high,Black,Gray,No,7950
Other,Yes,No,5.3,Yes,14,above_expected,White,Gray,No,4900
Gasoline,No,No,3.5,Yes,8,above_expected,Black,Black,No,22500
Hybrid,No,No,3.6,Yes,1,verylow,Gray,Black,No,62500
Gasoline,Yes,Yes,6,Yes,17,low,Black,Black,No,35995
Gasoline,No,Yes,3.5,Yes,6,low,Gray,Other_Colored,No,37899
Gasoline,No,Yes,2,Yes,7,avg,White,Beige,No,21000
Gasoline,No,No,6.2,Yes,3,avg,Black,Black,No,104000
Gasoline,Yes,No,1.8,No,16,high,Silver,Other_Colored,No,5500
Gasoline,No,Yes,3,Yes,4,avg,White,Black,No,59900
Electric,No,No,,Yes,2,avg,White,Black,No,54000
Gasoline,No,No,2.5,Yes,11,above_expected,Blue,Black,No,13600
Gasoline,No,Yes,4.6,Yes,10,high,White,Beige,No,24995
Gasoline,No,No,6.2,Yes,3,low,White,Beige,No,88900
Gasoline,No,Yes,2,Yes,8,avg,White,Gray,No,20490
Gasoline,Yes,No,1.6,Yes,11,low,Silver,Black,No,10500
Gasoline,No,No,5.7,Yes,22,verylow,Other,Black,No,30000
Gasoline,No,Yes,2,Yes,5,high,Blue,Other_Colored,Yes,26900
Gasoline,No,No,3.3,Yes,6,avg,Silver,Black,No,29950
Gasoline,No,Yes,2.5,No,20,avg,Black,Beige,No,8000
Other,No,No,6,Yes,9,above_expected,Other,Black,No,27499
Gasoline,No,Yes,3,Yes,5,high,Black,Black,No,54995
Gasoline,Yes,No,5.3,Yes,9,high,Silver,Black,No,24500
Gasoline,Yes,No,5.3,Yes,4,high,Red,Black,No,44800
Gasoline,No,Yes,3.8,Yes,5,low,White,Beige,No,174900
Gasoline,No,No,6.2,Yes,2,avg,White,Black,No,69790
Gasoline,No,Yes,4,Yes,5,low,Black,Black,No,128000
Gasoline,No,Yes,3,Yes,1,above_expected,Silver,Black,No,134900
Gasoline,No,Yes,5,Yes,13,avg,Black,Black,No,10000
Diesel,No,No,6.7,Yes,8,above_expected,Gray,Black,No,38900
Gasoline,No,No,2.4,No,2,avg,White,Black,No,34999
Gasoline,No,Yes,4.6,Yes,16,low,Black,Beige,No,15397
Gasoline,Yes,Yes,5,Yes,11,avg,Black,Black,No,15000
Gasoline,Yes,No,6.2,Yes,3,high,White,Black,No,94995
Gasoline,No,No,3.5,Yes,4,high,White,Other_Colored,No,21865
Gasoline,No,No,1.6,Yes,18,low,Other,Black,No,5500
Gasoline,Yes,Yes,2,Yes,11,above_expected,White,Black,No,11000
Gasoline,Yes,Yes,3.5,Yes,3,avg,Silver,Gray,No,42599
Gasoline,No,Yes,3.8,No,11,low,White,Gray,No,76500
Gasoline,No,No,2,No,2,high,Gray,Black,No,30000
Gasoline,Yes,No,3.5,Yes,6,avg,Other,Black,No,46900
Electric,No,Yes,0.65,Yes,9,verylow,White,Beige,No,14999
Gasoline,No,No,2.5,Yes,6,high,Gray,Black,No,21800
Gasoline,No,Yes,3.5,Yes,4,high,Black,Other_Colored,No,32600
Gasoline,No,Yes,4.4,Yes,1,above_expected,Black,Black,Yes,77897
Gasoline,No,Yes,2,Yes,5,low,Black,Beige,Yes,33998
Gasoline,Yes,Yes,3.6,No,18,low,Silver,Black,No,52500
Diesel,No,No,6.7,Yes,9,above_expected,Red,Beige,No,32000
Gasoline,No,Yes,2,Yes,5,above_expected,White,Black,No,24999
Gasoline,Yes,No,5.7,Yes,7,high,Blue,Gray,No,27000
Gasoline,No,No,2.7,No,15,verylow,Other,Other_Colored,No,17900
Gasoline,No,No,3,Yes,13,avg,Gray,Beige,No,8450
Gasoline,No,No,4.6,Yes,14,low,White,Black,No,20000
Diesel,No,No,5.9,Yes,20,avg,Black,Beige,No,19000
Gasoline,No,Yes,4.8,No,18,avg,Silver,Black,No,10500
Gasoline,No,No,2.5,No,12,avg,Black,Black,No,15000
Gasoline,Yes,No,2,Yes,7,above_expected,Gray,Black,No,16500
Gasoline,No,No,3.8,Yes,3,avg,Black,Black,No,44315
Electric,No,Yes,,Yes,2,above_expected,Gray,Other_Colored,No,68750
Gasoline,Yes,No,5.7,Yes,6,avg,White,Black,No,37050
Gasoline,No,No,3.5,Yes,7,above_expected,Gray,Black,No,17500
Gasoline,No,Yes,3,Yes,5,low,Black,Black,No,61350
Other,Yes,Yes,2,Yes,8,low,White,Beige,No,20499
Gasoline,No,No,5.6,Yes,6,above_expected,Black,Black,No,20999
Gasoline,No,Yes,5,Yes,21,low,White,Beige,No,12500
Gasoline,No,Yes,4,Yes,3,avg,White,Other_Colored,No,165000
Gasoline,No,No,3.6,Yes,3,verylow,Black,Black,No,55000
Gasoline,No,Yes,3,Yes,4,verylow,Blue,Black,No,103500
Gasoline,No,No,3.6,Yes,7,avg,Red,Black,No,18650
Gasoline,No,No,2.7,Yes,7,avg,Silver,Black,No,26500
Gasoline,No,No,5.7,Yes,9,high,Black,Other_Colored,No,31380
Gasoline,No,Yes,3,Yes,16,low,Black,Beige,No,13998
Gasoline,No,Yes,2,Yes,5,high,White,Black,No,34500
Diesel,No,No,6.7,Yes,2,high,Silver,Black,No,99750
Diesel,No,Yes,3,Yes,9,verylow,White,Gray,No,39500
Gasoline,No,No,3.6,Yes,3,high,Black,Black,No,32500
Gasoline,No,Yes,3,Yes,12,verylow,Black,Black,No,31000
Gasoline,No,No,3.5,Yes,6,above_expected,Gray,Black,Yes,35998
Diesel,No,Yes,3,Yes,3,low,Red,Black,No,56500
Gasoline,No,Yes,3,Yes,6,avg,Black,Black,No,28900
Gasoline,Yes,Yes,3.6,No,22,low,Black,Black,No,36995
Gasoline,No,No,3.5,Yes,3,high,White,Beige,No,51999
Gasoline,No,No,6.2,Yes,1,verylow,Gray,Beige,No,92000
Gasoline,No,Yes,2,Yes,5,avg,Blue,Black,No,27900
Gasoline,No,No,5.7,Yes,19,low,Black,Gray,No,9998
Gasoline,Yes,No,6.2,Yes,4,above_expected,Gray,Black,No,67000
Gasoline,No,Yes,2,Yes,6,avg,Black,Black,No,23450
Gasoline,No,Yes,3,Yes,4,avg,Gray,Black,No,134999
Gasoline,No,Yes,4,Yes,2,verylow,White,Black,No,275000
Gasoline,Yes,No,4.6,Yes,17,avg,Other,Beige,No,3499
Gasoline,No,Yes,2,Yes,1,low,White,Other_Colored,No,69645
Gasoline,No,Yes,4.7,Yes,8,avg,Black,Black,No,34500
Gasoline,Yes,No,1.5,Yes,7,avg,Gray,Gray,No,16000
Gasoline,Yes,No,3.5,Yes,13,above_expected,White,Gray,No,7500
Gasoline,No,Yes,1.8,Yes,9,low,Blue,Beige,No,23500
Gasoline,No,No,6.6,Yes,0,above_expected,White,Black,No,81500
Gasoline,No,Yes,3.5,Yes,8,avg,Black,Beige,No,28000
Gasoline,No,No,6.2,Yes,4,verylow,White,Other_Colored,No,87500
Gasoline,No,Yes,2,Yes,5,avg,White,Black,No,27500
Gasoline,No,Yes,2,Yes,4,high,Other,Beige,No,33500
Electric,No,Yes,,Yes,8,high,White,Black,No,31300
Gasoline,No,No,6.2,No,2,low,Silver,Other_Colored,Yes,80900
Gasoline,No,Yes,2,Yes,6,low,Black,Black,No,32500
Gasoline,No,No,2.7,Yes,3,high,Blue,Black,Yes,42995
Gasoline,No,No,2.3,Yes,1,verylow,Gray,Other_Colored,No,54900
Gasoline,Yes,No,2,No,10,above_expected,Black,Black,No,8900
Gasoline,No,Yes,2,Yes,4,low,Blue,Beige,No,35500
Gasoline,No,No,5.3,Yes,5,avg,Silver,Black,Yes,49573
Gasoline,No,Yes,3.2,Yes,22,low,Black,Black,No,15000
Other,No,No,5,Yes,8,verylow,Gray,Black,No,65000
Electric,No,Yes,0.65,Yes,10,avg,White,Gray,No,11499
Gasoline,No,Yes,3.7,Yes,11,verylow,Gray,Black,No,21990
Gasoline,No,No,5.4,Yes,17,avg,White,Beige,No,6900
Gasoline,No,Yes,2,Yes,3,low,Blue,Other_Colored,No,39990
Gasoline,No,Yes,4.7,No,9,verylow,Black,Black,No,80000
Other,No,No,5.3,Yes,15,avg,Black,Black,No,15000
Gasoline,Yes,No,3.5,Yes,4,high,White,Black,No,38500
Gasoline,No,Yes,2.5,Yes,3,low,White,Black,No,39998
Hybrid,Yes,No,5.7,Yes,4,above_expected,Gray,Black,No,41900
Hybrid,No,No,2.5,Yes,1,high,Silver,Black,No,29999
Gasoline,No,Yes,3,No,23,low,Black,Beige,No,10500
Gasoline,No,No,6.2,No,2,low,Blue,Black,No,50000
Gasoline,No,No,6.2,Yes,1,avg,Blue,Black,No,92000
Gasoline,No,No,2,Yes,17,verylow,Silver,Black,No,19000
Gasoline,Yes,No,3.6,Yes,7,avg,Gray,Black,No,20997
Gasoline,Yes,No,3.5,Yes,13,avg,White,Gray,No,16600
Gasoline,Yes,No,3.5,Yes,4,above_expected,Black,Gray,No,55999
Hybrid,No,No,3.5,Yes,5,verylow,Blue,Black,No,43000
Gasoline,No,Yes,2,Yes,6,low,White,Black,No,26999
Gasoline,No,No,2.4,No,21,low,Other,Black,No,12500
Gasoline,No,No,3.5,Yes,2,verylow,Black,Gray,No,36500
Gasoline,Yes,No,6,Yes,17,low,Black,Black,No,15000
Gasoline,No,Yes,2,Yes,5,low,Gray,Black,No,34995
Hybrid,No,Yes,3,Yes,4,low,White,Beige,No,39900
Diesel,Yes,Yes,3,Yes,8,above_expected,Silver,Other_Colored,No,24500
Gasoline,No,Yes,3.6,No,19,verylow,Silver,Black,No,49999
Gasoline,No,No,6.2,Yes,2,verylow,Red,Other_Colored,No,85989
Gasoline,No,No,2,Yes,3,avg,White,Black,No,30900
Gasoline,No,Yes,3,Yes,4,verylow,Silver,Black,No,107900
Gasoline,Yes,No,6,Yes,17,avg,Red,Beige,No,27000
Gasoline,No,No,5,No,6,low,White,Black,No,42500
Gasoline,No,No,2,Yes,3,low,Silver,Black,No,31933
Other,No,No,6.2,Yes,12,avg,Black,Black,No,16100
Gasoline,No,No,6.2,Yes,2,verylow,White,Black,No,89900
Gasoline,No,No,1.8,Yes,8,verylow,Red,Gray,No,15100
Gasoline,No,No,4.8,Yes,7,avg,Blue,Other_Colored,No,44600
Gasoline,No,No,1.4,Yes,4,low,Black,Beige,No,19000
Gasoline,No,No,1.8,Yes,9,high,Black,Black,No,13200
Gasoline,No,No,4,Yes,12,above_expected,Black,Black,No,5000
Other,No,No,5,Yes,6,low,Black,Black,No,46000
Gasoline,No,Yes,3,Yes,5,low,Silver,Beige,No,51900
Gasoline,No,No,2.7,Yes,14,above_expected,White,Beige,No,3500
Gasoline,Yes,Yes,4.6,Yes,12,above_expected,White,Beige,No,9995
Gasoline,No,No,1.6,Yes,12,low,White,Black,No,10999
Gasoline,No,Yes,6,Yes,6,avg,Gray,Gray,No,113000
Gasoline,No,Yes,2,Yes,5,low,Silver,Black,No,36800
Gasoline,No,No,3.5,Yes,6,above_expected,Black,Black,No,26900
Gasoline,No,Yes,4,Yes,2,verylow,Other,Black,No,209995
Gasoline,No,Yes,4,Yes,8,low,Blue,Black,No,73000
Gasoline,No,No,6.4,Yes,3,high,Gray,Black,No,72980
Hybrid,No,No,2.5,Yes,9,above_expected,Blue,Gray,No,11500
Gasoline,No,No,1.6,Yes,12,low,Black,Black,No,12500
Gasoline,Yes,Yes,3.4,Yes,11,low,Gray,Black,No,59500
Gasoline,No,No,1.6,Yes,12,high,White,Black,No,9000
Gasoline,No,No,2.4,Yes,5,above_expected,Black,Beige,No,23900
Gasoline,No,No,2.5,No,7,low,Blue,Black,No,32500
Gasoline,No,Yes,3,Yes,5,avg,White,Black,No,48990
Hybrid,No,No,1.6,Yes,2,low,White,Other_Colored,No,44990
Gasoline,No,No,6.2,Yes,2,low,White,Other_Colored,No,92500
Electric,No,Yes,,Yes,4,high,Silver,Other_Colored,No,45999
Gasoline,No,No,5.6,Yes,7,above_expected,Black,Black,No,16995
Gasoline,No,Yes,4.8,Yes,10,avg,White,Black,No,32000
Gasoline,No,No,2.4,Yes,3,high,Blue,Beige,No,34000
Gasoline,No,Yes,3.5,Yes,8,high,Black,Black,No,15450
Gasoline,No,No,4.6,No,23,verylow,Black,Black,No,16995
Gasoline,No,Yes,2,Yes,7,avg,White,Other_Colored,No,23000
Gasoline,No,Yes,5.5,Yes,15,low,Black,Black,No,27000
Gasoline,No,Yes,4,Yes,3,above_expected,Black,Other_Colored,No,76400
Gasoline,No,No,1.6,Yes,17,avg,Other,Black,No,3600
Gasoline,No,No,2.3,Yes,3,low,Other,Black,No,31000
Gasoline,No,Yes,4,Yes,8,avg,White,Beige,No,50000
Gasoline,No,Yes,2,Yes,2,verylow,Blue,Other_Colored,Yes,46798
Diesel,No,No,3,Yes,9,verylow,Other,Black,No,35000
Gasoline,No,Yes,3.6,Yes,8,avg,White,Other_Colored,No,41000
Gasoline,No,No,6.4,Yes,2,above_expected,Black,Black,No,83000
Electric,No,Yes,,Yes,6,low,Gray,Other_Colored,No,57000
Gasoline,No,No,1.6,No,13,low,Silver,Black,No,10500
Gasoline,No,No,5.7,Yes,2,low,Black,Black,No,46999
Gasoline,No,No,3.8,Yes,23,verylow,Black,Gray,No,7500
Gasoline,No,No,3.2,Yes,2,low,Gray,Black,No,33498
Gasoline,Yes,Yes,4.4,Yes,11,high,Black,Black,No,14000
Gasoline,Yes,Yes,3.2,Yes,11,above_expected,White,Beige,No,7500
Gasoline,Yes,Yes,3,Yes,8,low,Gray,Black,No,21500
Gasoline,No,No,1.6,No,15,low,Red,Black,No,9250
Gasoline,No,Yes,3.8,Yes,10,low,White,Black,No,82499
Gasoline,No,No,6.4,Yes,1,low,Other,Black,Yes,84620
Gasoline,No,Yes,3.5,Yes,3,high,White,Black,Yes,44950
Gasoline,No,No,5.7,Yes,2,low,Black,Black,No,46599
Gasoline,No,No,3.6,Yes,4,verylow,Red,Black,No,49895
Other,No,No,,Yes,7,above_expected,Black,Black,No,10000
Hybrid,Yes,No,2.5,Yes,13,above_expected,White,Beige,No,4500
Gasoline,No,Yes,2,Yes,8,high,Black,Black,No,21990
Gasoline,Yes,No,5.3,Yes,20,avg,Red,Gray,No,10500
Electric,No,Yes,,Yes,3,verylow,White,Beige,No,79999
Hybrid,Yes,No,2,Yes,7,above_expected,White,Beige,No,18500
Gasoline,No,No,6.4,Yes,6,high,White,Gray,No,36500
Other,No,Yes,5,Yes,9,avg,Blue,Black,No,44850
Gasoline,No,No,3.6,Yes,6,high,White,Black,No,33500
Diesel,Yes,No,6.6,Yes,7,above_expected,Blue,Beige,No,53000
Gasoline,No,No,2,Yes,6,high,Blue,Black,No,24000
Gasoline,Yes,No,2.5,Yes,10,above_expected,Blue,Black,Yes,9995
Electric,No,Yes,,Yes,2,avg,White,Other_Colored,No,95999
Gasoline,No,No,3.6,Yes,12,low,Other,Black,No,30000
Electric,No,Yes,,Yes,6,above_expected,Gray,Beige,No,45000
Gasoline,No,Yes,2,Yes,3,low,Blue,Beige,No,37999
Gasoline,Yes,Yes,3.8,Yes,11,low,Gray,Black,No,67000
Gasoline,No,Yes,3,Yes,5,avg,White,Beige,No,46900
Gasoline,No,No,2,Yes,3,low,Other,Black,Yes,33295
Gasoline,No,No,5.6,Yes,2,low,Red,Beige,No,59950
Gasoline,No,Yes,3.8,Yes,3,low,Black,Other_Colored,No,209000
Gasoline,No,No,6.2,Yes,3,avg,White,Beige,No,72500
Gasoline,No,No,5.8,No,11,verylow,White,Black,No,66400
Other,No,No,5,Yes,6,avg,Gray,Gray,No,35000
Gasoline,No,Yes,4.5,Yes,20,low,Silver,Black,No,12000
Gasoline,Yes,No,3.8,Yes,16,low,Gray,Black,No,10000
Gasoline,No,Yes,4.7,Yes,17,avg,White,Gray,No,19975
Gasoline,Yes,No,3.7,Yes,14,high,Red,Beige,No,7500
Gasoline,No,No,3.6,Yes,12,low,Black,Black,No,22500
Gasoline,No,No,2.5,Yes,4,high,Silver,Gray,No,28300
Gasoline,No,No,3.6,No,11,above_expected,Black,Black,No,21000
Gasoline,No,No,2.4,Yes,3,high,Silver,Black,Yes,36791
Diesel,No,No,6.7,Yes,7,above_expected,White,Beige,No,40000
Gasoline,No,Yes,4.8,Yes,10,above_expected,Silver,Black,No,36000
Gasoline,No,Yes,2,Yes,4,avg,Gray,Black,No,29000
Gasoline,Yes,No,4,Yes,10,above_expected,Blue,Black,No,24999
Gasoline,Yes,No,6.2,Yes,5,above_expected,Black,Beige,No,42900
Gasoline,Yes,No,2,Yes,4,low,Gray,Black,No,27671
Gasoline,Yes,No,2.4,Yes,4,avg,Gray,Black,Yes,30427
Gasoline,No,No,5.3,Yes,4,high,White,Black,No,44900
Gasoline,No,Yes,4.4,Yes,11,low,White,Black,No,17900
Hybrid,No,Yes,3,Yes,3,avg,Blue,Beige,No,52000
Gasoline,No,No,2.5,Yes,10,avg,Blue,Black,No,14750
Diesel,No,No,6.7,Yes,4,avg,Gray,Beige,No,69900
Gasoline,Yes,No,2.4,Yes,20,avg,Other,Beige,No,3990
Gasoline,No,Yes,4.6,Yes,3,low,White,Other_Colored,No,59000
Gasoline,Yes,No,3.5,Yes,11,above_expected,Other,Beige,No,7850
Gasoline,No,No,2.5,Yes,9,avg,Silver,Gray,No,16000
Gasoline,No,No,2.7,Yes,2,low,Silver,Black,No,64500
Gasoline,No,Yes,2,Yes,5,low,Red,Black,No,29500
Gasoline,Yes,Yes,2,Yes,9,above_expected,Gray,Other_Colored,No,17900
Diesel,No,No,6.7,Yes,7,avg,White,Black,No,61000
Gasoline,No,Yes,3.8,No,18,low,Blue,Gray,No,43000
Electric,No,Yes,,Yes,2,high,Silver,Black,Yes,40036
Gasoline,No,No,3.5,Yes,2,avg,Red,Black,No,38298
Electric,No,Yes,0.65,Yes,7,low,Black,Other_Colored,No,16500
Other,No,No,,Yes,31,low,Red,Gray,No,21900
Electric,No,Yes,,Yes,4,verylow,Gray,Other_Colored,No,115998
Gasoline,No,Yes,4,Yes,6,verylow,Red,Black,No,188900
Gasoline,No,Yes,5.4,Yes,19,avg,Gray,Black,No,16500
Gasoline,No,No,3.5,Yes,2,above_expected,Gray,Gray,No,43000
Hybrid,No,Yes,2,Yes,3,avg,Gray,Black,No,44900
Gasoline,Yes,Yes,3,Yes,8,avg,Black,Black,No,22000
Gasoline,No,Yes,3.5,Yes,10,avg,Blue,Black,No,18995
Gasoline,Yes,No,1.6,Yes,12,low,Black,Black,No,15000
Gasoline,No,Yes,4.6,Yes,12,low,Black,Black,No,19999
Gasoline,No,Yes,2,Yes,12,avg,White,Black,No,11200
Gasoline,Yes,Yes,4.6,Yes,6,high,White,Beige,No,38095
Gasoline,Yes,No,4,Yes,17,avg,Black,Black,No,5900
Gasoline,No,No,3.5,Yes,13,high,Black,Gray,No,9000
Gasoline,No,Yes,3,Yes,7,above_expected,Black,Black,No,24500
Gasoline,Yes,No,3.6,Yes,12,low,Black,Black,No,13750
Diesel,No,No,6.7,Yes,9,avg,Black,Black,No,52500
Gasoline,No,Yes,2.4,No,19,avg,Black,Black,No,7899
Gasoline,No,No,3.5,No,13,verylow,White,Other_Colored,No,51000
Other,Yes,No,5.3,Yes,14,high,Black,Black,No,9000
Other,No,No,5,Yes,5,above_expected,Silver,Gray,No,34600
Gasoline,Yes,No,5.7,Yes,4,low,Gray,Gray,No,46199
Gasoline,Yes,No,1.5,Yes,17,avg,Red,Black,No,5200
Diesel,Yes,No,6.6,Yes,8,above_expected,Red,Black,No,32500
Gasoline,No,No,3.5,Yes,14,high,Other,Black,No,9000
Gasoline,No,No,5.4,Yes,23,verylow,White,Gray,No,7500
Gasoline,No,No,6.2,Yes,3,low,Black,Black,No,90000
Gasoline,No,No,2.5,Yes,4,avg,Other,Black,Yes,32063
Gasoline,No,No,3.6,Yes,2,avg,Gray,Black,No,46900
Hybrid,No,Yes,3,Yes,5,high,Other,Black,No,44500
Gasoline,No,No,3.6,Yes,7,high,Gray,Black,No,23500
Gasoline,No,Yes,6.2,Yes,16,low,Black,Black,No,17800
Gasoline,Yes,No,3.8,No,14,avg,Blue,Black,No,6000
Electric,No,No,,Yes,2,low,Blue,Black,No,60999
Gasoline,No,No,3.6,Yes,2,avg,Gray,Gray,No,32900
Gasoline,No,Yes,5,Yes,11,low,Black,Black,No,27200
Diesel,No,No,6.7,Yes,3,above_expected,Black,Black,Yes,76598
Gasoline,No,No,2.5,Yes,15,low,Silver,Other_Colored,No,12000
Gasoline,No,No,3.5,Yes,6,avg,Gray,Other_Colored,No,51499
Hybrid,No,No,2,Yes,3,above_expected,Black,Black,No,42700
Other,No,No,3.5,Yes,8,verylow,Red,Gray,No,25500
Electric,No,Yes,,Yes,3,low,Red,Black,No,69995
Gasoline,Yes,No,3.5,Yes,6,low,Red,Gray,No,34955
Gasoline,Yes,Yes,1.8,No,22,verylow,Gray,Black,No,9995
Hybrid,No,No,3.5,Yes,5,avg,Silver,Black,No,40000
Gasoline,Yes,No,3.7,Yes,16,avg,Black,Gray,No,6500
Gasoline,Yes,No,5.7,Yes,6,high,White,Gray,No,48000
Gasoline,No,No,3.5,Yes,4,low,White,Black,No,58000
Gasoline,Yes,No,2,Yes,11,high,Silver,Black,No,13490
Gasoline,No,Yes,3.2,Yes,12,avg,Blue,Beige,No,10800
